Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,Magnitude,Sentiment
5255,Bailando,Enrique Iglesias,dance pop,2014,91,84,72,-4,6,94,243,8,10,57,5.400000095,0
5271,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,pop rap,2012,85,48,56,-9,10,31,320,72,17,54,3.599999905,0
5289,Wing$,Macklemore & Ryan Lewis,pop rap,2012,73,60,40,-7,19,9,300,36,20,51,2.5,-0.100000001
5293,Make The Money,Macklemore & Ryan Lewis,pop rap,2012,89,92,61,-6,37,46,225,17,27,50,3,0
5320,Starting Over (feat. Ben Bridwell),Macklemore & Ryan Lewis,pop rap,2012,164,87,54,-7,68,64,251,72,41,47,3.599999905,0
5327,Neon Cathedral (feat. Allen Stone),Macklemore & Ryan Lewis,pop rap,2012,164,59,48,-9,8,54,274,39,46,46,3.599999905,0
5339,A Wake (feat. Evan Roman),Macklemore & Ryan Lewis,pop rap,2012,101,74,69,-7,7,45,226,17,11,45,3.599999905,0
5340,Gold (feat. Eighty4 Fly),Macklemore & Ryan Lewis,pop rap,2012,172,68,50,-5,9,62,252,10,15,45,3.599999905,0
5359,Here I Stand,Usher,dance pop,2008,120,53,54,-6,24,26,250,32,5,42,2.799999952,0.100000001
5361,BomBom (feat. The Teaching),Macklemore & Ryan Lewis,pop rap,2012,126,58,77,-10,11,26,296,77,4,41,3.599999905,0
5551,Dat $tick,Rich Brian,indonesian hip hop,2016,108,51,92,-9,13,17,127,10,5,72,2.900000095,-0.699999988
5568,Foreplay,Jalen Santoy,underground hip hop,2016,119,32,79,-7,11,54,171,14,8,61,4.599999905,0.100000001
5613,No Peace,Jalen Santoy,underground hip hop,2016,127,53,73,-6,36,84,189,5,34,48,4.199999809,0
5615,Low,Mura Masa,edm,2015,125,51,51,-12,23,40,194,51,48,48,4,0
5675,Off the Glass,Jalen Santoy,underground hip hop,2016,124,59,66,-5,22,49,146,77,41,38,3.200000048,0
5717,Ocean (feat. Khalid),Martin Garrix,big room,2018,140,69,51,-7,9,22,216,58,4,88,6.300000191,0.400000006
5718,Location,Khalid,indie r&b,2017,80,45,74,-11,9,33,219,33,43,84,3.799999952,0.600000024
5720,American Teen,Khalid,indie r&b,2017,100,62,66,-7,32,21,251,7,4,76,4,0.300000012
5725,Tadow,Masego,indie r&b,2017,122,49,72,-6,10,35,302,71,6,74,4.5,0
5729,Let's Go,Khalid,indie r&b,2017,108,37,78,-7,25,43,205,57,6,70,5,-0.100000001
5731,Sunday Candy,Donnie Trumpet & The Social Experiment,indie r&b,2015,158,60,51,-7,8,55,226,53,22,70,2.900000095,0.300000012
5736,Grey Luh,Berhana,indie r&b,2016,126,30,54,-9,8,25,261,60,7,67,4.199999809,0
5742,Retrograde,James Blake,indie folk,2013,77,25,29,-11,14,19,224,87,5,66,2.700000048,0
5745,Janet,Berhana,indie r&b,2016,120,31,81,-8,9,56,204,35,8,65,4.599999905,0.200000003
5751,Why iii Love The Moon.,Phony Ppl,indie r&b,2015,92,48,71,-8,14,66,332,55,4,64,4.5,0.600000024
5774,Just The Same,Bruno Major,indie r&b,2017,174,30,43,-8,9,36,205,64,8,57,2,0.200000003
5798,Familiar,Donnie Trumpet & The Social Experiment,indie r&b,2015,104,39,80,-10,5,58,234,28,26,52,4.699999809,-0.200000003
5807,The Wilhelm Scream,James Blake,indie folk,2011,170,29,55,-12,9,36,274,78,14,50,7.400000095,-0.200000003
5808,Wanna Be Cool,Donnie Trumpet & The Social Experiment,indie r&b,2015,117,61,66,-8,18,34,208,24,30,50,5.800000191,-0.200000003
5817,Pass the Vibes,Donnie Trumpet & The Social Experiment,indie r&b,2015,140,45,80,-10,9,31,151,73,6,48,0.200000003,0.200000003
5823,Windows,Donnie Trumpet & The Social Experiment,indie r&b,2015,99,45,40,-12,13,38,237,69,21,47,4.699999809,-0.400000006
5824,Brooklyn Drugs,Berhana,indie r&b,2016,152,33,46,-12,37,49,185,82,29,46,3.700000048,-0.400000006
5829,Slip Slide,Donnie Trumpet & The Social Experiment,indie r&b,2015,120,56,65,-10,37,21,240,31,39,46,4.800000191,0
5835,Warm Enough,Donnie Trumpet & The Social Experiment,indie r&b,2015,82,48,47,-9,74,27,202,89,23,45,4.5,-0.100000001
5847,Rememory,Donnie Trumpet & The Social Experiment,indie r&b,2015,84,25,45,-16,8,8,154,81,7,40,1.700000048,-0.200000003
5848,Caretaker,Donnie Trumpet & The Social Experiment,indie r&b,2015,131,18,67,-18,9,24,95,82,4,39,1.200000048,0.400000006
5851,Just Wait,Donnie Trumpet & The Social Experiment,indie r&b,2015,140,46,60,-12,9,11,227,30,9,38,1.899999976,0.200000003
5852,Go,Donnie Trumpet & The Social Experiment,indie r&b,2015,113,46,65,-10,32,26,262,41,4,38,4.199999809,-0.300000012
5854,Nothing Came to Me,Donnie Trumpet & The Social Experiment,indie r&b,2015,87,9,26,-12,12,12,210,99,3,37,0.100000001,0.100000001
5855,SmthnthtIwnt,Donnie Trumpet & The Social Experiment,indie r&b,2015,141,27,53,-12,15,15,111,82,8,37,1.299999952,0.400000006
5856,Something Came to Me,Donnie Trumpet & The Social Experiment,indie r&b,2015,76,32,67,-11,15,29,191,76,9,37,0.300000012,0.100000001
5857,Questions,Donnie Trumpet & The Social Experiment,indie r&b,2015,116,45,81,-12,9,43,115,84,14,36,1.5,-0.100000001
5866,All of Me,John Legend,neo soul,2013,120,26,42,-7,13,33,270,92,3,84,7.5,0.400000006
5867,Let Me Love You,DJ Snake,dance pop,2016,100,71,65,-5,14,15,206,8,4,83,3.599999905,0
5868,Don't Let Me Down,The Chainsmokers,edm,2016,160,87,53,-5,14,42,208,16,17,83,3.599999905,-0.200000003
5871,Paradise,Coldplay,permanent wave,2011,140,59,45,-7,8,20,279,5,3,78,2.700000048,0.100000001
5872,No One,Alicia Keys,hip pop,2007,90,55,65,-5,11,16,254,3,3,78,3.099999905,0
5873,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,2017,118,45,74,-8,19,10,246,6,5,77,0,0
5875,Someone Like You,Adele,pop,2011,135,33,56,-8,10,28,285,89,3,77,4.599999905,0
5886,Set Fire to the Rain,Adele,pop,2011,108,68,61,-4,13,47,242,0,3,74,3.700000048,0
5888,Gravity,John Mayer,neo mellow,2006,124,33,76,-10,24,24,246,73,3,74,3.400000095,0
5891,Rolling in the Deep,Adele,pop,2011,105,76,73,-5,5,52,228,13,3,73,6.199999809,0.5
5892,Cold Water,Major Lazer,dance pop,2016,93,80,60,-5,19,49,185,6,5,72,5.400000095,-0.100000001
5894,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,72,3.900000095,-0.300000012
5896,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,2009,93,37,48,-8,12,14,216,74,3,71,6.199999809,0.200000003
5900,Elastic Heart,Sia,australian dance,2015,130,79,42,-5,15,50,257,1,5,70,3.400000095,-0.100000001
5904,Pray,Sam Smith,pop,2017,176,38,38,-9,9,15,222,28,5,69,4,0
5912,Bird Set Free,Sia,australian dance,2016,150,81,44,-4,13,31,252,1,7,67,3.900000095,0.100000001
5913,Alive,Sia,australian dance,2016,100,76,51,-4,11,44,264,25,5,67,3.599999905,0
5914,Here,Alessia Cara,dance pop,2015,120,82,38,-4,8,33,199,8,10,67,5.099999905,0
5915,Turning Tables,Adele,pop,2011,80,45,31,-6,13,21,250,95,3,67,5.300000191,-0.200000003
5919,One And Only,Adele,pop,2011,52,47,46,-5,14,17,347,30,4,66,3.5,-0.100000001
5923,Palace,Sam Smith,pop,2017,81,19,42,-10,12,28,187,71,3,65,2.400000095,0.100000001
5928,Rumour Has It,Adele,pop,2011,120,75,62,-5,9,56,221,64,5,65,4.400000095,0.200000003
5929,Don't You Remember,Adele,pop,2011,115,40,64,-6,9,24,243,21,3,65,7.400000095,0
5947,Big Girls Cry,Sia,australian dance,2015,162,59,47,-5,11,9,211,4,4,61,5.699999809,-0.200000003
5951,You Don't Know About Me (R3hab Remix),Ella Vos,dance pop,2017,160,45,67,-8,11,42,157,30,3,60,6.400000095,-0.5
5952,Lovesong,Adele,pop,2011,117,37,69,-9,11,33,316,72,3,60,4.699999809,0.699999988
5954,Down in Flames,Ella Vos,dance pop,2017,137,47,79,-6,9,5,188,9,5,59,3.200000048,-0.100000001
5955,00000 Million,Ella Vos,dance pop,2017,146,28,59,-13,39,11,170,24,4,59,0,0
5959,Omen,Sam Smith,pop,2015,101,20,44,-8,10,18,205,97,4,58,3.299999952,0
5960,Fire Meet Gasoline,Sia,australian dance,2015,176,76,42,-3,15,33,241,1,6,58,5.099999905,0.400000006
5965,He Won't Go,Adele,pop,2011,160,57,71,-7,7,71,278,2,9,57,12.60000038,-0.400000006
5966,Take It All,Adele,pop,2011,138,27,41,-8,17,30,228,95,3,57,4.900000095,-0.100000001
5973,I'll Be Waiting,Adele,pop,2011,160,84,55,-3,13,75,242,5,4,55,3.700000048,0.400000006
5975,Fallin',Alicia Keys,hip pop,2001,96,61,65,-8,23,48,210,26,4,55,4.599999905,0.600000024
5978,Eye of the Needle,Sia,australian dance,2015,144,70,50,-6,10,28,249,14,14,54,2.700000048,0
5980,Burn the Pages,Sia,australian dance,2015,180,81,51,-5,12,46,195,5,16,52,5.800000191,0.100000001
5983,You Don't Know About Me,Ella Vos,dance pop,2017,159,41,57,-8,14,35,188,32,5,51,6.400000095,-0.5
5985,Free the Animal,Sia,australian dance,2015,109,88,67,-5,8,38,265,6,17,51,6.199999809,0.600000024
5986,Dressed In Black,Sia,australian dance,2015,87,77,45,-4,30,32,400,3,4,51,4,-0.300000012
5987,Let You Go,The Chainsmokers,edm,2015,100,63,40,-5,10,30,267,30,5,50,4.400000095,-0.100000001
5989,Hostage,Sia,australian dance,2015,144,71,64,-3,24,66,176,1,14,49,5.900000095,0.100000001
4707,Soliloquy,Isaiah Rashad,hip hop,2014,76,79,36,-2,22,31,106,1,5,46,1.899999976,-0.200000003
4708,Banana,Isaiah Rashad,hip hop,2014,115,78,74,-8,54,59,211,39,36,46,3.400000095,0
4709,H.O.C,Kendrick Lamar,conscious hip hop,2010,77,59,61,-9,19,37,317,11,39,46,5.5,-0.300000012
4710,Hands Up,Vince Staples,conscious hip hop,2014,87,70,43,-6,63,24,200,0,27,46,3.099999905,-0.5
4711,The Mahdi,The Underachievers,hip hop,2013,158,81,56,-6,9,47,199,20,34,46,3.799999952,0
4712,The Art of Peer Pressure,Kendrick Lamar,conscious hip hop,2012,95,61,56,-9,27,41,325,29,36,46,9.199999809,0
4714,Tranquility,Isaiah Rashad,hip hop,2014,85,52,58,-11,11,60,260,77,13,45,9,0.300000012
4715,Don't Matter,Isaiah Rashad,hip hop,2016,148,86,74,-10,75,76,177,1,15,45,4.800000191,0
4716,by george (outro),Isaiah Rashad,hip hop,2016,126,56,79,-9,33,10,198,0,24,45,3.400000095,0.200000003
4717,Penthouse,Bas,hip hop,2016,120,55,83,-9,6,36,242,69,17,45,3.400000095,0
4718,Black Owned Business,Bas,hip hop,2016,78,57,62,-7,22,29,162,4,26,45,3.900000095,0
4719,R.O.T.C (Interlude),Kendrick Lamar,conscious hip hop,2010,98,78,65,-7,65,37,163,32,32,45,3.5,0
4720,Pimp Hand,Vince Staples,conscious hip hop,2016,184,79,64,-6,14,45,170,11,27,45,1.899999976,-0.400000006
4721,Loca,Vince Staples,conscious hip hop,2015,101,73,87,-8,7,28,162,1,7,45,6,-0.100000001
4722,Dopeman,Vince Staples,conscious hip hop,2015,148,44,75,-9,6,61,113,2,13,45,6.900000095,0.200000003
4723,Take Your Place,The Underachievers,hip hop,2015,120,74,78,-9,20,26,213,8,21,45,5.599999905,-0.200000003
4724,good kid,Kendrick Lamar,conscious hip hop,2012,176,83,45,-9,19,41,214,6,31,45,3.5,0
4725,P's & Q's,Mick Jenkins,conscious hip hop,2015,88,73,67,-4,11,14,153,4,34,44,4.5,0
4726,"Work for It (feat. Big Sean, Gucci Mane & 2 Chainz)",DJ Khaled,dance pop,2016,153,62,80,-5,15,33,291,28,24,44,4.099999905,0
4727,Hereditary,Isaiah Rashad,hip hop,2014,98,74,53,-7,76,74,87,87,10,44,1.799999952,0.100000001
4728,Brad Jordan (feat. Michael Da Vinci),Isaiah Rashad,hip hop,2014,139,70,76,-5,28,72,248,71,38,44,4.300000191,0.100000001
4729,Housewives,Bas,hip hop,2016,180,62,71,-7,14,38,211,4,20,44,4.199999809,-0.200000003
4730,Smile,Vince Staples,conscious hip hop,2016,116,69,63,-7,32,57,261,56,32,44,3.099999905,0
4731,Birds & Bees,Vince Staples,conscious hip hop,2015,136,79,48,-7,64,66,162,1,14,44,1.700000048,0
4732,Hang N' Bang,Vince Staples,conscious hip hop,2015,114,65,83,-5,24,31,127,0,7,44,1.100000024,0
4733,Numb / Encore,JAY Z,bulgarian hip hop,2004,107,79,68,-4,57,78,205,5,16,44,0,0
4734,Compton,Kendrick Lamar,conscious hip hop,2012,170,91,34,-4,38,23,248,8,42,44,5.699999809,0
4735,Daniels Bloom,Mick Jenkins,conscious hip hop,2016,102,66,55,-8,28,35,221,32,62,43,6,0.300000012
4736,Mook In New Mexico,Bas,hip hop,2014,102,61,78,-7,11,29,198,4,6,43,4.599999905,-0.300000012
4737,Live For,Bas,hip hop,2016,170,67,54,-10,25,30,162,79,57,43,0.800000012,-0.400000006
4738,3230,Vince Staples,conscious hip hop,2015,156,85,72,-6,15,63,173,14,4,43,1.799999952,-0.300000012
4739,T.A.D.E.D,The Underachievers,hip hop,2013,131,65,64,-8,12,18,203,7,34,43,4,0
4740,Surf,Vince Staples,conscious hip hop,2015,122,50,98,-13,11,58,152,93,27,43,5.099999905,0
4741,Sherane a.k.a Master Splinter’s Daughter,Kendrick Lamar,conscious hip hop,2012,82,51,50,-11,12,32,274,49,52,43,15.69999981,-0.200000003
4742,Real,Kendrick Lamar,conscious hip hop,2012,100,46,65,-12,66,17,443,3,19,43,15.89999962,0
4743,Alchemy,Mick Jenkins,conscious hip hop,2015,114,73,60,-5,12,28,189,5,11,42,4.199999809,0
4744,Big Time,Vince Staples,conscious hip hop,2016,140,95,77,-8,9,11,211,14,36,42,3.700000048,-0.200000003
4745,C.N.B.,Vince Staples,conscious hip hop,2015,116,68,74,-7,32,37,253,9,10,42,6.800000191,-0.200000003
4746,514,Mick Jenkins,conscious hip hop,2014,106,67,80,-8,11,28,236,45,28,41,5.900000095,0.100000001
4747,Plugged,Mick Jenkins,conscious hip hop,2016,90,65,56,-8,16,51,236,70,20,41,2.599999905,0.100000001
4748,Get Paid,Vince Staples,conscious hip hop,2015,99,77,62,-7,13,41,193,15,37,41,2.799999952,-0.300000012
4749,Chasing Faith,The Underachievers,hip hop,2015,116,72,81,-6,30,53,237,55,23,41,7.099999905,-0.300000012
4750,Perception (feat. The Mind),Mick Jenkins,conscious hip hop,2015,134,59,55,-5,9,33,222,17,14,40,4.599999905,-0.200000003
4751,Like It Is,Vince Staples,conscious hip hop,2015,123,55,46,-11,38,71,276,20,47,40,5.900000095,0
4752,Allusions,The Underachievers,hip hop,2015,120,76,85,-8,16,53,245,46,21,40,6,-0.300000012
4753,Al Capone,The Underachievers,hip hop,2016,120,60,85,-6,8,23,238,7,9,39,2.400000095,-0.600000024
4754,Young Kobe,The Underachievers,hip hop,2016,150,76,80,-7,56,81,197,23,32,39,5.699999809,0.200000003
4755,Fiji Water In My Iron,Bas,hip hop,2014,126,73,72,-6,12,32,210,2,12,39,4.599999905,0
4756,Philanthropist,The Underachievers,hip hop,2013,111,80,75,-5,13,15,158,1,11,39,3.599999905,0
4757,Ramona Park Legend Pt. 1,Vince Staples,conscious hip hop,2015,82,48,52,-13,33,49,36,58,62,39,0.100000001,0.100000001
4758,Ramona Park Legend Pt. 2,Vince Staples,conscious hip hop,2015,166,32,54,-14,31,46,88,66,47,39,1.5,0.300000012
4759,Might Be Wrong,Vince Staples,conscious hip hop,2015,82,36,31,-11,27,15,238,13,3,39,3.200000048,-0.200000003
4760,Piano,Mick Jenkins,conscious hip hop,2015,119,71,69,-6,17,27,129,2,13,38,2.299999952,0
4761,Strange Love,Mick Jenkins,conscious hip hop,2016,174,71,40,-9,15,23,369,8,55,38,10.10000038,0
4762,40 Cal,The Underachievers,hip hop,2016,79,94,71,-4,11,68,184,44,18,38,3.200000048,0
4763,Gangland,The Underachievers,hip hop,2016,144,91,84,-5,30,66,184,21,30,38,2.299999952,-0.5
4764,Golden Goals,Bas,hip hop,2014,140,52,70,-10,9,54,154,71,37,38,2.599999905,-0.200000003
4765,'06,Vince Staples,conscious hip hop,2015,103,81,81,-9,31,16,48,0,23,38,1.299999952,0
4766,Illusions,The Underachievers,hip hop,2015,87,66,46,-8,19,13,257,19,33,38,4.199999809,0.200000003
4767,As Seen in Bethsaida (feat. theMIND),Mick Jenkins,conscious hip hop,2016,163,72,32,-8,28,43,157,5,30,37,5.800000191,0.100000001
4768,My Prism,The Underachievers,hip hop,2013,143,74,72,-7,16,91,167,19,41,37,2,0
4769,Never Win,The Underachievers,hip hop,2016,162,80,65,-6,18,41,154,11,15,36,4.599999905,-0.100000001
4770,Revelations,The Underachievers,hip hop,2013,126,79,41,-6,19,14,233,0,21,36,2.700000048,0
4771,Root of All Evil,The Underachievers,hip hop,2013,78,69,73,-5,12,42,200,1,12,36,3.400000095,0
4772,Outsiders,The Underachievers,hip hop,2016,145,62,84,-10,15,45,190,24,36,35,2.400000095,-0.100000001
4773,Your World,Bas,hip hop,2014,121,81,55,-7,23,31,180,26,31,35,3.200000048,0
4774,Last Winter,Bas,hip hop,2014,110,80,54,-7,39,54,192,6,29,35,2.900000095,0
4775,6th Sense,The Underachievers,hip hop,2013,188,85,30,-6,11,49,185,3,46,35,2,0
4776,Star Signs,The Underachievers,hip hop,2015,110,72,87,-7,11,56,197,30,29,35,5.199999809,-0.5
4777,The Dualist,The Underachievers,hip hop,2015,172,84,67,-6,8,96,269,14,23,35,5.900000095,0
4778,Generation Z,The Underachievers,hip hop,2015,120,52,87,-5,13,12,289,3,13,35,7.099999905,0.300000012
4779,California Roll,Snoop Dogg,g funk,2015,80,34,75,-8,7,37,252,31,8,35,2.799999952,0.100000001
4780,Get up Get Down,Mick Jenkins,conscious hip hop,2015,150,83,60,-5,20,39,200,11,70,34,4.900000095,0
4781,Really Got It,The Underachievers,hip hop,2016,119,60,78,-9,11,35,166,11,20,34,5.400000095,0.200000003
4782,New World Order (N.W.O),Bas,hip hop,2014,93,81,61,-7,48,59,230,22,21,34,3.700000048,-0.200000003
4783,Land of Lords,The Underachievers,hip hop,2013,86,92,57,-4,24,53,225,73,30,34,3.900000095,-0.200000003
4784,Potion Number 25,The Underachievers,hip hop,2013,120,73,85,-6,11,80,218,31,18,34,1.700000048,0
4785,Shine All Gold,The Underachievers,hip hop,2015,128,72,68,-8,9,19,259,8,34,34,7.5,-0.200000003
4786,"Slumber (feat. Saba, Sean Deaux & Donnie Trumpet)",Mick Jenkins,conscious hip hop,2015,87,95,56,-3,21,77,216,5,33,33,2.599999905,-0.300000012
4787,40 Below,Mick Jenkins,conscious hip hop,2015,96,83,38,-2,11,22,205,4,26,33,8.600000381,0
4788,Vacation,Bas,hip hop,2014,120,55,63,-10,11,10,208,1,5,33,2.599999905,0
4688,Cut You Off (To Grow Closer),Kendrick Lamar,conscious hip hop,2010,83,68,69,-7,13,61,364,8,48,48,9.699999809,-0.300000012
4689,Chapter Ten,Kendrick Lamar,conscious hip hop,2011,136,74,52,-6,29,54,76,4,22,48,2.400000095,0
4690,Ab,Kendrick Lamar,conscious hip hop,2011,116,84,47,-7,66,64,350,12,38,48,7.099999905,0
4691,Life Round Here,James Blake,indie folk,2013,145,74,43,-6,12,27,189,69,27,48,2.900000095,0
4692,Street Punks,Vince Staples,conscious hip hop,2015,83,49,76,-12,11,57,187,30,14,48,4,-0.200000003
4693,Thank You,Dave East,dirty south rap,2018,120,78,80,-4,29,91,223,21,15,47,2.400000095,0
4694,Menthol (feat. Jean Deaux),Isaiah Rashad,hip hop,2014,154,94,58,-3,9,72,177,45,34,47,4.300000191,0.100000001
4695,A lot,Isaiah Rashad,hip hop,2016,148,60,78,-9,13,54,206,2,9,47,4,0.100000001
4696,Brenda,Isaiah Rashad,hip hop,2016,86,51,59,-9,26,56,250,7,46,47,4.800000191,-0.300000012
4697,Matches,Bas,hip hop,2016,101,55,69,-9,20,39,224,78,22,47,3.400000095,0
4698,Alien Girl (Today W/ Her),Kendrick Lamar,conscious hip hop,2010,96,54,63,-7,11,26,240,50,4,47,4.300000191,0.100000001
4699,Michael Jordan,Kendrick Lamar,conscious hip hop,2010,154,80,71,-5,13,52,351,8,29,47,7.300000191,-0.300000012
4700,Barbed Wire,Kendrick Lamar,conscious hip hop,2010,103,84,61,-8,9,33,266,2,19,47,6.800000191,-0.200000003
4701,War Ready,Vince Staples,conscious hip hop,2016,97,56,84,-7,20,64,155,51,28,47,3.099999905,-0.200000003
4702,Loco,Vince Staples,conscious hip hop,2016,100,58,76,-11,22,39,258,14,44,47,7.699999809,-0.300000012
4703,Lemme Know,Vince Staples,conscious hip hop,2015,156,51,73,-10,22,64,222,1,6,47,5.099999905,0
4704,"Sing About Me, I'm Dying Of Thirst",Kendrick Lamar,conscious hip hop,2012,111,75,65,-8,13,37,724,30,40,47,28.29999924,-0.100000001
4585,Wesley's Theory,Kendrick Lamar,conscious hip hop,2015,114,79,51,-7,26,51,287,36,27,61,8.100000381,0
4586,Hood Politics,Kendrick Lamar,conscious hip hop,2015,88,66,73,-7,12,37,293,14,38,61,9.100000381,-0.300000012
4587,Bad Religion,Frank Ocean,hip hop,2012,82,36,28,-8,7,13,175,78,4,61,1.200000048,0
4588,The Recipe,Kendrick Lamar,conscious hip hop,2012,131,78,76,-7,35,51,353,0,7,61,9.600000381,0
4589,Strange Clouds (feat. Lil Wayne),B.o.B,dance pop,2012,74,67,53,-7,13,80,226,6,29,61,6.800000191,-0.100000001
4590,Tity and Dolla (feat. Hugh Augustine & Jay Rock),Isaiah Rashad,hip hop,2016,124,60,72,-9,9,54,298,32,32,60,4.900000095,0
4591,Freestyle 4,Kanye West,pop rap,2016,126,56,47,-8,9,51,123,5,10,60,7.699999809,-0.200000003
4592,Institutionalized,Kendrick Lamar,conscious hip hop,2015,81,73,54,-5,13,57,272,11,45,60,9.600000381,-0.200000003
4593,u,Kendrick Lamar,conscious hip hop,2015,72,80,41,-6,46,58,268,26,43,60,11.39999962,-0.100000001
4594,How Much A Dollar Cost,Kendrick Lamar,conscious hip hop,2015,88,73,62,-5,14,33,262,42,20,60,6.599999905,-0.100000001
4595,Sweet Life,Frank Ocean,hip hop,2012,84,59,53,-6,8,79,263,28,21,60,7.400000095,0.600000024
4596,Reality Check (feat. Akenya & Eryn Allen Kane),Noname,escape room,2016,95,52,72,-10,11,66,183,53,23,59,3.900000095,0.100000001
4597,I Am A God,Kanye West,pop rap,2013,112,54,52,-7,16,29,232,3,7,59,3.299999952,0
4598,Pop Style,Drake,canadian hip hop,2016,133,48,80,-9,10,6,209,23,22,59,1.799999952,-0.400000006
4599,Hol' Up,Kendrick Lamar,conscious hip hop,2011,156,87,61,-5,14,58,173,78,35,59,4.900000095,-0.5
4600,The Spiteful Chant,Kendrick Lamar,conscious hip hop,2011,127,78,60,-4,18,33,321,5,3,59,8.199999809,-0.200000003
4601,Blow My High (Members Only),Kendrick Lamar,conscious hip hop,2011,120,52,96,-8,27,84,216,32,27,59,5.400000095,0
4602,D.R.A.M. Sings Special,Chance the Rapper,conscious hip hop,2016,148,21,41,-13,14,21,102,94,4,59,0.899999976,0.400000006
4603,How Great (feat. Jay Electronica & My cousin Nicole),Chance the Rapper,conscious hip hop,2016,78,48,44,-9,55,29,337,48,32,59,5,0.100000001
4604,Intro,J. Cole,conscious hip hop,2014,79,27,46,-15,11,12,129,84,4,59,3.599999905,0
4605,Note to Self,J. Cole,conscious hip hop,2014,83,46,65,-9,17,33,875,86,12,59,90.59999847,0.100000001
4606,Crack Rock,Frank Ocean,hip hop,2012,89,74,56,-8,15,38,224,9,21,59,4.199999809,-0.200000003
4607,Trade,Flatbush Zombies,hip hop,2016,140,45,86,-9,16,15,249,4,36,58,7.400000095,-0.100000001
4608,untitled 08 | 09.06.2014.,Kendrick Lamar,conscious hip hop,2016,120,53,84,-10,14,67,236,24,21,58,9.300000191,-0.300000012
4609,Momma,Kendrick Lamar,conscious hip hop,2015,112,74,62,-5,67,52,283,25,33,58,7.300000191,0
4610,You Ain't Gotta Lie (Momma Said),Kendrick Lamar,conscious hip hop,2015,94,64,44,-5,28,67,242,46,22,58,5.800000191,0
4611,Sierra Leone,Frank Ocean,hip hop,2012,125,61,53,-8,11,64,149,21,9,58,2.400000095,-0.300000012
4612,Pilot Jones,Frank Ocean,hip hop,2012,125,45,40,-13,82,37,184,48,39,58,2.700000048,0.200000003
4613,Yesterday,Noname,escape room,2016,174,54,46,-9,6,47,190,49,39,57,3.5,0
4614,Sunny Duet (feat. the Mind),Noname,escape room,2016,156,46,56,-10,13,90,162,78,42,57,3.900000095,0.100000001
4615,Angles (feat. Noname & Xavier Omär),Mick Jenkins,conscious hip hop,2016,135,55,60,-9,14,35,263,57,34,57,5.800000191,0.100000001
4616,Shot You Down (feat. Jay Rock & ScHoolboy Q),Isaiah Rashad,hip hop,2014,90,72,68,-4,15,51,427,39,25,57,4.300000191,0.100000001
4617,Tammy's Song (Her Evils),Kendrick Lamar,conscious hip hop,2011,97,84,48,-6,13,52,162,92,44,57,5.5,-0.100000001
4618,Ronald Reagan Era,Kendrick Lamar,conscious hip hop,2011,167,83,42,-5,39,30,217,2,34,57,6.5,-0.100000001
4619,untitled 03 | 05.28.2013.,Kendrick Lamar,conscious hip hop,2016,104,55,83,-12,15,55,154,59,26,57,5.099999905,0
4620,For Free?,Kendrick Lamar,conscious hip hop,2015,129,90,53,-5,37,75,131,59,20,57,6,-0.699999988
4621,For Sale?,Kendrick Lamar,conscious hip hop,2015,79,69,30,-8,12,28,292,44,8,57,5.199999809,-0.200000003
4622,Complexion (A Zulu Love),Kendrick Lamar,conscious hip hop,2015,90,56,67,-8,22,37,263,57,30,57,8.300000191,0.300000012
4624,White,Frank Ocean,hip hop,2012,138,7,55,-19,10,28,76,78,11,57,2.200000048,-0.100000001
4625,Backseat Freestyle,Kendrick Lamar,conscious hip hop,2012,78,65,55,-8,24,65,213,0,30,57,10.30000019,0.300000012
4626,Poetic Justice,Kendrick Lamar,conscious hip hop,2012,136,57,78,-10,25,65,300,16,38,57,7.5,0
4627,Stuck in the Mud (feat. SZA),Isaiah Rashad,hip hop,2016,150,71,57,-8,12,51,423,10,37,56,8.100000381,0
4628,My Nigga Just Made Bail,Bas,hip hop,2014,124,62,82,-8,8,62,217,59,21,56,4.599999905,-0.100000001
4629,Poe Mans Dreams (His Vice),Kendrick Lamar,conscious hip hop,2011,88,89,74,-5,11,60,262,62,28,56,7.400000095,0.100000001
4630,Need To Know (feat. Chance The Rapper),Macklemore & Ryan Lewis,pop rap,2016,86,49,60,-9,13,33,232,40,13,56,5,0.100000001
4631,untitled 06 | 06.30.2014.,Kendrick Lamar,conscious hip hop,2016,89,56,67,-11,23,65,208,10,4,56,5.199999809,0.200000003
4632,Monks,Frank Ocean,hip hop,2012,102,77,73,-5,21,59,200,6,19,56,3.099999905,0.600000024
4633,"White Walls (feat. ScHoolboy Q, Hollis)",Macklemore & Ryan Lewis,pop rap,2012,116,78,77,-6,34,83,220,5,14,56,4.800000191,0
4634,All I Need (feat. Xavier Omär),Noname,escape room,2016,92,36,65,-10,11,50,240,77,43,55,3.900000095,0.100000001
